961	None	None	None	Italian	None
962	Victor Nunez	Jane Austen#Victor Nunez	Ashley Judd#Todd Field#Bentley Mitchum	English	Ruby, a young woman, arrives in a Florida resort town during the off season to make a fresh start. She gets work as a sales clerk in a souvineer shop run by Mildred Chambers. She dates, and...
963	George Hickenlooper	Billy Bob Thornton	Billy Bob Thornton#Molly Ringwald#J.T. Walsh	English	Twenty-five years after commiting a double murder, Karl Childers is going to be released from an institution for the criminally insane. A local reporter comes to talk to him, and after some...
964	John Irvin	H.E. Bates#Trevor Bentham	Vanessa Redgrave#Edward Fox#Uma Thurman	English	For 16 years Miss Bentley has been spending April at an elegant hillside villa on Lake Como. This year, 1937, her London society artist father has recently died and the only other ...
965	Stanley Donen	Leonard Gershe	Audrey Hepburn#Fred Astaire#Kay Thompson	English#French	An impromptu fashion shoot at a book store brings about a new fashion model discovery in the shop clerk.
966	Leo McCarey	Delmer Daves#Leo McCarey	Cary Grant#Deborah Kerr#Richard Denning	English#French#Italian	A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?
967	John Cromwell	Frances Hodgson Burnett#Hugh Walpole	Freddie Bartholomew#Dolores Costello#C. Aubrey Smith	English	An American boy turns out to be the long-lost heir of a British fortune. He is sent to live with the cold and unsentimental lord who oversees the trust.
968	Henry Koster	Philip Rapp#Harry Kurnitz	Danny Kaye#Walter Slezak#Barbara Bates	English	A town's corrupt officials think a fool is actually an investigator in disguise.
969	Wolfgang Reitherman	Larry Clemmons#Ralph Wright	Sebastian Cabot#Sterling Holloway#John Fiedler	English	Winnie the Pooh and his friends experience high winds, heavy rains, and a flood in Hundred Acre Wood.
970	Peter Chelsom	Peter Chelsom#Peter Chelsom	Ned Beatty#Adrian Dunbar#Brian Flanagan	English	Owner of a failing club seeks infamous Irish singer Josef Locke in order to bring business and success to his club
971	Gabriele Salvatores	Enzo Monteleone	Diego Abatantuono#Claudio Bigagli#Giuseppe Cederna	Italian#English#Greek#Turkish	In WW2, an Italian Army unit of misfits occupies an isolated non-strategic Greek island for the duration of the war.
972	John Sayles	John Sayles	Mary McDonnell#Alfre Woodard#Angela Bassett	USA	After an accident leaves her a paraplegic, a former soap opera star struggles to recover both emotionally and mentally, until she meets her newest nurse, who has struggles of her own.
973	None	None	None	English	None
974	John Schlesinger	Erika Holzer#Amanda Silver	Sally Field#Kiefer Sutherland#Ed Harris	English#French#Spanish#Korean	When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.
975	James Foley	Christopher Crowe	Mark Wahlberg#Reese Witherspoon#William Petersen	English	When Nicole met David; handsome, charming, affectionate, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear.
976	Norberto Barba	Robert Mason#David L. Corley	Mario Van Peebles#William Sadler#Barry Corbin	English#Spanish	Mario Van Peebles stars as an android killing weapon designed by the military and utilized to enter into a Latin American war to destroy the rebels - natives fighting simply to maintain ...
977	Robert Mandel	Roy Frumkes#Rocco Simonelli	Tom Berenger#Raymond Cruz#William Forsythe	English	After a botched mission in Cuba, professional mercenary Shale and his crew Joey Six, Hollan, Rem, and Wellman head home to Miami, Florida, where Shale is reunited with his fiance Jane ...
978	Phil Joanou	James Lee Burke#Harley Peyton	Alec Baldwin#Kelly Lynch#Mary Stuart Masterson	English	A hardened New Orleans cop, Dave Robicheaux, finally tosses in the badge and settles into life on the bayou with his wife. But a bizarre plane crash draws him back into the fray when his family is viciously threatened.
979	Don DuPree	Roger Ebert#Gene Siskel	None	Buena Vista Television	
980	Keith Gordon	Kurt Vonnegut Jr.#Robert B. Weide	Nick Nolte#Sheryl Lee#Anthony J. Robinow	USA	An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.
981	Darrell Roodt	Greg Latter#Darrell Roodt	Ice Cube#Elizabeth Hurley#Thokozani Nkosi	English#Zulu	Vusi Madlazi returns to the South African village he left as a young boy (he was organizing against apartheid, and left in fear of his life) to bury his father. He meets up with his brother...
982	Ringo Lam	Larry Ferguson	Jean-Claude Van Damme#Natasha Henstridge#Jean-Hugues Anglade	English	A cop/flic discovers that he had a twin who just got murdered in Nice, France. In order to find out who did it, he takes his place including the cute girlfriend in Little Odessa, NYC.
983	Amy Holden Jones	Amy Holden Jones	Halle Berry#Christopher McDonald#Peter Greene	English	A rich man's wife finds she has a bad prenuptial agreement with an even worse husband. Over drinks with a stranger, she fantasizes about doing her husband in to void the prenupt. The ...
984	George P. Cosmatos	Adi Hasak#Ric Gibbs	Charlie Sheen#Donald Sutherland#Linda Hamilton	English	Bishop, trusted advisor to the president, has shots fired at him when Pachenko comes to him about a traitor in highest level of government. He gets away from the cold blooded assassin twice. Will he find the traitor before getting killed?
985	None	None	None	IMDbPro	None
986	Robert Butler	Jonathan Brett	Ray Liotta#Lauren Holly#Brendan Gleeson	USA	After a shootout on a flight transporting prisoners, a flight attendant must outwit a smooth-talking serial killer and land the plane herself.
987	None	None	None	English	None
988	Ken Kwapis	Todd Graff	Fran Drescher#Timothy Dalton#Ian McNeice	English	A New York City cosmetologist, mistakenly thought to be a science teacher, is offered a job to teach the children of an Eastern European dictator.
989	Mark Dindal	Mark Dindal#Robert Lence	Scott Bakula#Jasmine Guy#Natalie Cole	USA	Danny, an ambitious singing and dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.
990	Bernard Rose	Leo Tolstoy#Bernard Rose	Sophie Marceau#Sean Bean#Alfred Molina	USA	Anna (Marceau) is a wife and mother who has an affair with the handsome Count Vronsky (Bean). Based on the novel by Tolstoy.
991	Leslie Greif	Brian Fair Berkey#Harley Peyton	Eric Stoltz#James Spader#Deborah Kara Unger	English	Richter is a lazy son of a wealthy woman, who's put up with too much so no more money. He's about to lose his local newspaper job arranged by his mom. Richter owes money to a violent drug dealer/blackmailer but sees his wife. Death wish?
992	Jim Wilson	Eirik Ildahl#Geir Eriksen	Harvey Keitel#Cameron Diaz#Craig Sheffer	English	A prominent judge, his wife, her ex-lover, and their neighbor encounter a dead body that complicates their lives.
993	Ron Clements#John Musker	Ron Clements#John Musker	Tate Donovan#Susan Egan#James Woods	USA	The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.
994	Stephen Kay	Neal Cassady#Stephen Kay	Thomas Jane#Keanu Reeves#Adrien Brody	English	Neal Cassady is living the beat life during the 1940s, working at The Tire Yard and and philandering around town. However, he has visions of a happy life with kids and a white picket fence....
995	Tony Vitale	Tony Vitale	Nick Scotti#Anthony Barrile#Anthony DeSando	English	Warren has an extra room in his apartment (and is five months behind on the rent) after his lover moves out, so a friend places an ad on his behalf for a GWM roommate. Frankie, a pizza ...
996	Holly Goldberg Sloan	Holly Goldberg Sloan	Steve Guttenberg#Olivia d'Abo#Jay O. Sanders	USA	A teacher on exchange from England is placed in an underachieving Texan school, where she coaches the children in soccer, improving their self esteem and leading to unexpected success.
997	Harold Ramis	Al Franken#Al Franken	Al Franken#Laura San Giacomo#Vincent D'Onofrio	English	A self-help advocate struggles to put his dysfunctional family in its place.
998	Adam Resnick	Chris Elliott#Adam Resnick	Chris Elliott#Ritch Brinkley#James Gammon	English	A foul-mouthed finishing school graduate mistakenly winds up on an ill-fated fishing boat and faces the wrath of a crew that considers him bad luck.
999	Mick Jackson	Robert King	Dana Carvey#Valeria Golino#James Earl Jones	English	A private eye who suffers total amnesia every 24h is deeply entangled in a complicated murder/theft case.
1000	Simon Wincer	Paul Hogan	Paul Hogan#Cuba Gooding Jr.#Beverly D'Angelo	English	Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how ...
1001	John Landis	James Marshall#Harry Allard	Tom Arnold#Jessica Lundy#Bug Hall	English#French	An incredibly dull-witted family unknowingly stumble upon an illegal weapons deal while on the trail of their "stolen" garbage.
1002	David Breashears	None	None	English	
1003	Robert Stevenson	Gordon Gordon#Mildred Gordon	Hayley Mills#Dean Jones#Dorothy Provine	USA	After a kidnapped bank teller uses a neighbor's wandering cat to send an SOS, the FBI assigns a cat-allergic agent to the case.
1004	Walter Hill	John Milius#John Milius	Jason Patric#Gene Hackman#Robert Duvall	English#Apache languages	The story of the Apache chief and his armed resistance to the U.S. Government's subjugation of his people.
1005	Krzysztof Kieslowski	Krzysztof Kieslowski#Krzysztof Piesiewicz	Irène Jacob#Wladyslaw Kowalski#Halina Gryglaszewska	French#Polish#Italian	Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.
1006	Wim Wenders	Peter Carey#Wim Wenders	William Hurt#Solveig Dommartin#Pietro Falcone	English#French#Italian#Japanese#German	In 1999, Claire's life is forever changed after she survives a car crash. She rescues Sam and starts traveling around the world with him. Writer Eugene follows them and writes their story, as a way of recording dreams is being invented.
1007	Christopher Guest	Christopher Guest#Eugene Levy	Christopher Guest#Fred Willard#Catherine O'Hara	USA	An aspiring director and the marginally talented amateur cast of a hokey small-town Missouri musical production go overboard when they learn that someone from Broadway will be in attendance.
1008	Mary Harron	Jeremiah Newton#Diane Tucker	Lili Taylor#Jared Harris#Martha Plimpton	English	Based on the true story of Valerie Solanas who was a 60s radical preaching hatred toward men in her "Scum" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to ...
1009	Bernardo Bertolucci	Bernardo Bertolucci#Susan Minot	Jeremy Irons#Liv Tyler#Carlo Cecchi	English#French#German#Spanish#Italian	After her mother commits suicide, a young woman travels to Italy in search of love, truth and a deeper connection with herself.
1010	Julian Schnabel	Lech Majewski#John Bowe	Jeffrey Wright#Michael Wincott#Benicio Del Toro	USA	The brief life of
1011	John Herzfeld	John Herzfeld	Teri Hatcher#Jeff Daniels#Danny Aiello	USA	48 hours of intersecting lives and crimes in Los Angeles.
1012	Betty Thomas	Howard Stern#Len Blum	Howard Stern#Mary McCormack#Robin Quivers	English	The autobiographical story of Howard Stern, the radio rebel who is now also a TV personality, an author and a movie star.
1013	Luis Llosa	Hans Bauer#Jim Cash	Jon Voight#Jennifer Lopez#Eric Stoltz	USA	A "National Geographic" film crew is taken hostage by an insane hunter, who forces them along on his quest to capture the world's largest - and deadliest - snake.
1014	David Mirkin	Robin Schiff#Robin Schiff	Mira Sorvino#Lisa Kudrow#Janeane Garofalo	English	Two dim-witted, inseparable friends hit the road for their ten-year high school reunion and concoct an elaborate lie about their lives in order to impress their classmates.
1015	None	None	None	Buena Vista Television	None
1016	Simon West	Scott Rosenberg	Nicolas Cage#John Cusack#John Malkovich	English#Spanish	Newly paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner transport plane when the passengers seize control.
1017	Steve Buscemi	Steve Buscemi	Steve Buscemi#Carol Kane#Mark Boone Junior	English	Tommy is an unemployed mechanic who spends most of his time in a bar (Trees Lounge) in a small blue collar town. He seems to always be thinking, "If only X then I could stop drinking".
1018	Pedro Almodóvar	Pedro Almodóvar#Pedro Almodóvar	Victoria Abril#Antonio Banderas#Loles León	Spain	An unbalanced but alluring former mental patient takes a porn star prisoner in the hopes of convincing her to marry him.
1019	John Woo	John Woo	Yun-Fat Chow#Danny Lee#Sally Yeh	Cantonese#Mandarin#Japanese	A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded, only to be double-crossed by his boss.
1020	George Cukor	John Van Druten#Walter Reisch	Charles Boyer#Ingrid Bergman#Joseph Cotten	English#Italian	Years after her aunt was murdered in her home, a young woman moves back into the house with her new husband. However, he has a secret that he will do anything to protect, even if it means driving his wife insane.
1021	None	None	None	IMDbPro	None
1022	None	None	None	English	None
1023	Ivan Reitman	Francis Veber#Lowell Ganz	Robin Williams#Billy Crystal#Julia Louis-Dreyfus	USA	A woman cons two old boyfriends into searching for her runaway son by convincing both that they are the boy's father.
1024	Marleen Gorris	Eileen Atkins#Virginia Woolf	Vanessa Redgrave#Natascha McElhone#Michael Kitchen	English	In 1923 London, socialite Clarissa Dalloway's (Vanessa Redgrave's) well-planned party is overshadowed by the return of an old suitor she had known thirty-three years earlier.
1025	Félix Enríquez Alcalá	Jeb Stuart#Jeb Stuart	Steven Seagal#Kris Kristofferson#Marg Helgenberger	USA	Going undercover in rural Kentucky, an environmental agent tries to prove the dumping of toxic waste in the local coal mines by ruthless industrialists.
1026	Larry Arrick	Mel Shapiro#Mel Shapiro	Sally Kellerman#Ed Begley Jr.#Sandra Taylor	English	Harvey Dankworth is having an affair on the side, and the problems in his family life with wife Mary Jane arise. But she is also not interested in sex with him.. They start going to ...
1027	Ted Kotcheff	Yves André Martin#Yves André Martin	Dolph Lundgren#Maruschka Detmers#Assumpta Serna	Czech Republic#UK#France#Spain#USA	A CIA agent gets caught up in political intrigue after he gets brought in to solve the murder of a Cuban ambassador.
1028	Howard Deutch	Mark Steven Johnson#Mark Steven Johnson	Walter Matthau#Jack Lemmon#Ann-Margret	English#Italian#German	John and Max resolve to save their beloved bait shop from turning into an Italian restaurant, just as its new female owner catches Max's attention.
1029	John Fortenberry	Barbara Williams#Samantha Adams	Pauly Shore#Tia Carrere#Stanley Tucci	English	When jobless Tommy Collins discovers that sequestered jurors earn free room and board as well as $5-a-day, he gets himself assigned to a jury in a murder trial. Once there, he does ...
1030	None	None	None	English	None
1031	Daniel Petrie	Eric Knight#Matthew Jacobs	Helen Slater#Tom Guiry#Jon Tenney	English	Determined to start a new life in the country, the Turner Family - Dad, stepmom, little Jennifer and teenager Matt - leaves the city for the wilds of Virginia. The move creates problems for...
1032	Andrew Scheinman	Gregory K. Pincus#Gregory K. Pincus	Luke Edwards#Timothy Busfield#John Ashton	English	A young boy is bequeathed the ownership of a professional baseball team.
1033	David R. Ellis	Chris Hauty#Julie Hickson	Michael J. Fox#Sally Field#Ralph Waite	USA	Shadow, Sassy, and Chance have to find their way home after they become stranded at the San Francisco International Airport as their owners fly to Canada on vacation.
1034	David Breashears	None	None	English	
1035	Jon Turteltaub	Lynn Siefert#Michael Ritchie	John Candy#Leon#Doug E. Doug	USA	When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.
1036	Ate de Jong	Elizabeth Livingston#Carlos Davis	Phoebe Cates#Rik Mayall#Marsha Mason	English	A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.
1037	Patricia Birch	Ken Finkleman#Jim Jacobs	Michelle Pfeiffer#Maxwell Caulfield#Lorna Luft	English	An English student at a 1960s American high school has to prove himself to the leader of a girls' gang whose members can only date greasers.
1038	Jeb Stuart	Jeb Stuart	Danny Glover#Dennis Quaid#Claudia Stedelin	English	An FBI agent tries to catch a serial killer who kidnapped his son.
1039	Kenneth Branagh	William Shakespeare#Kenneth Branagh	Kenneth Branagh#Julie Christie#Derek Jacobi	English	Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.
1040	Bill Bennett	Denis Leary#Mike Armstrong	Sandra Bullock#Denis Leary#Stephen Dillane	English	A couple steals a Matisse painting on contract. They manage to escape the police. The sale takes place 4 days later on an island. Things don't go as planned.
1041	Billy Crystal	Billy Crystal#Lowell Ganz	Billy Crystal#Debra Winger#Joe Mantegna	English	Mickey, an NBA referee, meets Ellen, an American airline official, in Paris. It develops into a relationship of ups and downs.
1042	Arne Glimcher	John Katzenbach#Jeb Stuart	Sean Connery#Laurence Fishburne#Kate Capshaw	English	A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.
1043	Fred Gerber	Paul Bernbaum	Leslie Nielsen#Christopher Lloyd#Matt McCoy	English	Harry Habert, owner of a rent office has an original idea: To rent babies from a nearby orphanage to the local families. He rents the Ward brothers to his first customers.
1044	Ron Howard	David Koepp#Stephen Koepp	Michael Keaton#Glenn Close#Robert Duvall	English	New York City tabloid Editor Henry is faced with tough decisions while he faces several serious life challenges, and a tempting job offer.
1045	Peter Weir	Rafael Yglesias#Rafael Yglesias	Jeff Bridges#Isabella Rossellini#Rosie Perez	English	A man's personality is dramatically changed after surviving a major airline crash.
1046	Harold Becker	Aaron Sorkin#Jonas McCord	Alec Baldwin#Nicole Kidman#Bill Pullman	English#French	A tale about a happily married couple who would like to have children. Tracy teaches art, Andy's a college dean. Things are never the same after she is taken to hospital and operated upon by Jed, a "know all" doctor.
1047	Harold Ramis	Chris Miller#Chris Miller	Michael Keaton#Andie MacDowell#Zack Duhame	English	A man who never has enough time for the things he wants to do is offered the opportunity to have himself duplicated.
1048	Edward Burns	Edward Burns	Edward Burns#Jennifer Aniston#John Mahoney	English	The love lives of two brothers, Mickey and Francis, interconnect as Francis cheats on his wife with Mickey's ex-girlfriend, while Mickey impulsively marries a stranger.
1049	Harry Winer	Michael Hitchcock	Jamie Lee Curtis#Kevin Pollak#Kyle Howard	English	A group of children, desperate to keep their various parents from getting divorces, kidnap them and hold them prisoner in a basement in order to force them to reconcile.
1050	Joseph L. Mankiewicz	Philip Dunne#R.A. Dick	Gene Tierney#Rex Harrison#George Sanders	English	In 1900, a young widow finds her seaside cottage is haunted...and forms a unique relationship with the ghost.
1051	Reginald Hill	Warren Clarke#Colin Buchanan#David Royle	None	UK	Supt. Dalziel and partner DI Pascoe investigate murders, and find a bond forming between them despite their blatantly differing personalities.
1052	Mel Brooks	Mel Brooks#Rudy De Luca	Leslie Nielsen#Mel Brooks#Peter MacNicol	France#USA	Mel Brooks' parody of the classic vampire story and its famous film adaptations.
1053	Lesli Linka Glatter	I. Marlene King	Christina Ricci#Demi Moore#Rosie O'Donnell	USA	Four 12-year-old girls grow up together during an eventful small-town summer in 1970.
1054	Nick Castle	Chris Matheson#Kerry Ehrin	Ellen DeGeneres#Bill Pullman#Joan Cusack	English	A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.
1055	Gillies MacKinnon	George Eliot#Steve Martin	Steve Martin#Gabriel Byrne#Laura Linney	English	His life was emotionally closed off from the world, until an orphaned baby showed up at his house.
1056	Guillermo del Toro	Guillermo del Toro	Federico Luppi#Ron Perlman#Claudio Brook	Spanish#English	A mysterious device designed to provide its owner with eternal life resurfaces after four hundred years, leaving a trail of destruction in its path.
1057	Matt Reeves	Jason Katims#Matt Reeves	David Schwimmer#Gwyneth Paltrow#Michael Rapaport	USA	A young man's life is thrown into a loop when he is asked to be a pallbearer for the funeral of a classmate he doesn't remember, and his old high school crush temporarily returns to town.
1058	David Grossman	Jeff Cesario#Ed Driscoll	All-4-One#Tori Amos#Crystal Bernard	English	
1059	Paris Barclay	Shawn Wayans#Marlon Wayans	Shawn Wayans#Marlon Wayans#Keenen Ivory Wayans	USA	A parody of several U.S. films about being in the 'Hood', for instance "Boyz n the Hood", "South Central", "Menace II Society", "Higher Learning" and "Juice".
1060	Steve Barron	Sherry Mills#Steve Barron	Martin Landau#Jonathan Taylor Thomas#Geneviève Bujold	English	One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he ...
1061	Robert Harling	Larry McMurtry#Robert Harling	Shirley MacLaine#Bill Paxton#Juliette Lewis	English	Continuing the story of Aurora Greenway in her latter years. After the death of her daughter, Aurora struggled to keep her family together, but has one grandson in jail, a rebellious ...
1062	Bruno Barreto	Fernando Gabeira#Leopoldo Serran	Alan Arkin#Pedro Cardoso#Fernanda Torres	Brazil#USA	Fernando, a journalist, and his friend César join terrorist group MR8 in order to fight Brazilian dictatorial regime during the late sixties. Cesare, however, is wounded and captured during...
1063	Alfonso Cuarón	Frances Hodgson Burnett#Richard LaGravenese	Liesel Matthews#Eleanor Bron#Liam Cunningham	English#French	A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.
1064	Edward Dmytryk	John Paxton#Richard Brooks	Robert Young#Robert Mitchum#Robert Ryan	English	A man is murdered, apparently by one of a group of demobilized soldiers he met in a bar. But which one? And why?
1065	Godfrey Reggio	Ron Fricke#Michael Hoenig	Lou Dobbs#Ted Koppel	USA	A collection of expertly photographed phenomena with no conventional plot. The footage focuses on nature, humanity and the relationship between them.
1066	Simon Wells	Cliff Ruby#Elana Lesser	Kevin Bacon#Bob Hoskins#Bridget Fonda	English	An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.
1067	Wes Anderson	Owen Wilson#Wes Anderson	Luke Wilson#Owen Wilson#Ned Dowd	English#Spanish	Three friends plan to pull off a simple robbery and go on the run.
1068	Giuseppe Tornatore	Giuseppe Tornatore#Fabio Rinaudo	Sergio Castellitto#Tiziana Lodato#Franco Scaldati	Italian#Sicilian#Spanish	A photographer and the types of people he encounters.
1069	Hal Hartley	Hal Hartley	Isabelle Huppert#Martin Donovan#Elina Löwensohn	USA#UK#France	Isabelle is an ex-nun waiting for her special mission from God. In the meantime, she is making a living writing pornography. She meets Thomas, a sweet, confused amnesiac who cannot remember...
1070	Tom DiCillo	Tom DiCillo	Steve Buscemi#Catherine Keener#Dermot Mulroney	USA	Film about filmmaking. It takes place during one day on set of non-budget movie. Ultimate tribute to all independent filmmakers.
1071	Daisy von Scherler Mayer	Harry Birckmayer#Harry Birckmayer	Parker Posey#Omar Townsend#Anthony DeSando	English	Party girl Mary gets bailed out of jail by her librarian godmother. She starts working at the library, slowly fills her empty brain and gets anal.
1072	Joshua Brand	Morgan Ward	William Baldwin#John Leguizamo#Sadie Frost	English	A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. ...
1073	Danny Boyle	John Hodge	Kerry Fox#Christopher Eccleston#Ewan McGregor	English	Three friends discover their new flatmate dead but loaded with cash.
1074	Ben Stiller	Helen Childress	Winona Ryder#Ethan Hawke#Janeane Garofalo	English	A documentary filmmaker and her fellow Gen X graduates face life after college, looking for work and love in Houston.
1075	Suri Krishnamma	Barry Devlin	Albert Finney#Brenda Fricker#Michael Gambon	English	Alfie Byrne is a middle-aged bus conductor in Dublin in 1963. He would appear to live a life of quiet desperation: he's gay, but firmly closeted, and his sister is always trying to find him...
1076	Pixote Hunt#Joe Johnston	David Kirschner#David Casci	Macaulay Culkin#Christopher Lloyd#Kanin Howell	English	A cowardly boy, who buries himself in accident statistics, enters a library to escape a storm, only to be transformed into an animated illustration by the Pagemaster. He has to work through obstacles from classic books to return to real-life.
1077	C.M. Talkington	C.M. Talkington	Gil Bellows#Renée Zellweger#Rory Cochrane	English	A small time crook flees to Mexico to evade the authorities, loan sharks and his murderous ex-partner with only his fiancé and a trusted Colt .45.
1078	George Scribner	Jim Cox#Tim Disney	Joey Lawrence#Billy Joel#Cheech Marin	USA	A lost and alone kitten joins a gang of dogs engaged in petty larceny in New York City.
1079	John Payson	John Payson#John Payson	Jerry O'Connell#Megan Ward#Billy West	English#Spanish	A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.
1080	Tristán Bauer	Tristán Bauer#Carolina Scaglione	Alfredo Alcón#Hugo Carrizo#Julio Cortázar	Spanish	This documentary explores the most important events in the life of the acclaimed writer Julio Cortázar. His childhood accompanied by books, his career as a teacher, his life in Paris and the mass publication of his novels and stories.
1081	Reb Braddock	Reb Braddock#John Maass	William Baldwin#Angela Jones#Bruce Ramsay	English#Spanish	After getting interested in murder as a kid in Colombia, Gabriela now has a scrapbook on murders including clippings on "The Blue Blood Killer". While cleaning his latest murder scene in Miami, she comes across a clue missed by the cops.
1082	Susan Streitfeld	Louise J. Kaplan#Julie Hébert	Tilda Swinton#Amy Madigan#Karen Sillas	English	An ambitious female attorney wallows in excess and meaningless sex with both male and female partners, while dealing with her personal life problems including helping her kleptomaniac sister.
1083	Kevin Spacey	Christian Forte	Matt Dillon#Faye Dunaway#Gary Sinise	English	While escaping from a foiled robbery attempt, three thieves find themselves surrounded by police at a New Orleans bar--only they're not the people the police are searching for.
1084	Jon Blair	Jon Blair#Anne Frank	Kenneth Branagh#Glenn Close#Janny Brandes-Brilslijper	UK#USA#Netherlands	Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first ...
1085	Bruno Barreto	Jim Harrison#Ed Jones	Dennis Hopper#Amy Irving#Amy Locane	English	Joseph Svenden is a middle-aged school-teacher who lives on a farm with his dying mother. In his simple life there are no excitements, even in long-time relationship with a widow. However, ...
1086	Andy Cadiff	Carmen Finestra#David McFadzean	Tim Allen#Patricia Richardson#Earl Hindman	English	Tim puts a dance floor in the basement for Randy's birthday party, but he over-waxes it, causing Randy's friend Michelle to sprain her ankle; Randy is embarrassed that Tim is now sending his friends to the hospital.
1087	Alan Mehrez	Jeff Schechter	Daniel Bernhardt#James Hong#Pat Morita	English	After thief Alex Cardo gets caught while stealing an ancient katana in East Asia, he soon finds himself imprisoned and beaten up by the crowd there. Especially one of the guards, Demien, ...
1088	Hark Tsui	Don Jakoby#Don Jakoby	Jean-Claude Van Damme#Dennis Rodman#Mickey Rourke	English#Italian	An international spy teams up with an arms dealer to escape from a penal colony and rescue his family from a terrorist.
1089	Jan de Bont	Graham Yost#Jan de Bont	Sandra Bullock#Jason Patric#Willem Dafoe	English#American Sign Language#Portuguese	A computer hacker breaks into the computer system of the Seabourn Legend cruise liner and sets it speeding on a collision course into a gigantic oil tanker.
1090	Phillip Noyce	Ira Levin#Joe Eszterhas	Sharon Stone#William Baldwin#Tom Berenger	English	A woman moves into an exclusive New York City apartment building, which she soon discovers houses tenants with all manner of shocking secrets.
1091	Don Chaffey	Malcolm Marmorstein#Seton I. Miller	Sean Marshall#Helen Reddy#Jim Dale	USA	An orphan boy and his magical dragon come to town with his abusive adoptive parents in pursuit.
1092	Garry Marshall	Warren Leight#Ed Kaplan	Greg Kinnear#Laurie Metcalf#Maria Pitillo	English	When letters written to God start getting results, and replies, people everywhere are amazed. The post office, however, is annoyed.
1093	Julianna Lavin	Julianna Lavin	Dana Delany#Kim Cattrall#Cynthia Stevenson	English	Georgina throws a sleepover party for her friend Jamie, a moderately successful actress, on the night of Jamie's fiancée's bachelor party. Jill, Jamie, Marcy, Rachel, and Georgina have been...
1094	Martin Lawrence	Martin Lawrence#Martin Lawrence	Martin Lawrence#Lynn Whitfield#Regina King	English	An observable, fast-talking party man Darnell Wright, gets his punishment when one of his conquests takes it personally and comes back for revenge in this 'Fatal Attraction'-esque comic ...
1095	Hart Bochner	David Zucker#Robert LoCash	Jon Lovitz#Tia Carrere#Louise Fletcher	English	Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher.
1096	Daniel Taplitz	Daniel Taplitz	Aidan Quinn#Courteney Cox#Anthony LaPaglia	English	Seth Warner has reached the end of his rope. Ever since his wife died two years earlier, his world has been in turmoil. He is despondent, his career has fallen apart, even his house has ...
1097	Mathieu Kassovitz	Mathieu Kassovitz	Vincent Cassel#Hubert Koundé#Saïd Taghmaoui	France	24 hours in the lives of three young men in the French suburbs the day after a violent riot.
1098	David O. Russell	David O. Russell	Ben Stiller#Patricia Arquette#Téa Leoni	USA	A young man, his wife, and his incompetent case worker travel across country to find his birth parents.
1099	Ping He	Feng Jicai#Daying Ye	Jing Ning#Gang Wu#Xiaorui Zhao	Mandarin	A woman inherits her father's fireworks factory, as he had no son. The business does well and everything works in an orderly fashion until one day, an itinerant painter is hired to decorate...
1100	Tom Noonan	Tom Noonan#Tom Noonan	Tom Noonan#Karen Sillas	USA	This darkly humorous film explores the personal psychic landscape of two lonely New Yorkers. Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie's for dinner ...
