518	Miller's Crossing (1990)	/title/tt0100150/?ref_=fn_al_tt_1	Miller's Crossing	(1990)
519	Treasure of the Sierra Madre, The (1948)	/title/tt0040897/?ref_=fn_al_tt_1	The Treasure of the Sierra Madre	(1948)
520	Great Escape, The (1963)	/title/tt0373873/?ref_=fn_al_tt_1	Great Escape: The Untold Story	(2001) (TV Movie)
521	Deer Hunter, The (1978)	/title/tt0077416/?ref_=fn_al_tt_1	The Deer Hunter	(1978)
522	Down by Law (1986)	/title/tt0090967/?ref_=fn_al_tt_1	Down by Law	(1986)
523	Cool Hand Luke (1967)	/title/tt0061512/?ref_=fn_al_tt_1	Cool Hand Luke	(1967)
524	Great Dictator, The (1940)	/title/tt6808206/?ref_=fn_al_tt_1	The Great Dictator: The End of Silence
525	Big Sleep, The (1946)	/title/tt0038355/?ref_=fn_al_tt_1	The Big Sleep	(1946)
526	Ben-Hur (1959)	/title/tt0052618/?ref_=fn_al_tt_1	Ben-Hur	(1959)
527	Gandhi (1982)	/title/tt0083987/?ref_=fn_al_tt_1	Gandhi	(1982)
528	Killing Fields, The (1984)	/title/tt1217261/?ref_=fn_al_tt_1	Indian Leopards: The Killing Fields	(2004)
529	My Life as a Dog (Mitt liv som hund) (1985)	/title/tt0089606/?ref_=fn_al_tt_1	Mitt liv som hund	(1985)
530	Man Who Would Be King, The (1975)	/title/tt0073341/?ref_=fn_al_tt_1	The Man Who Would Be King	(1975)
531	Shine (1996)	/title/tt0117631/?ref_=fn_al_tt_1	Shine	(1996)
532	Kama Sutra: A Tale of Love (1996)	/title/tt0116743/?ref_=fn_al_tt_1	Kama Sutra: A Tale of Love	(1996)
533	Daytrippers, The (1996)	/title/tt0116041/?ref_=fn_al_tt_1	The Daytrippers	(1996)
534	Traveller (1997)	/title/tt0120366/?ref_=fn_al_tt_1	Traveller	(1997)
535	Addicted to Love (1997)	/title/tt0118556/?ref_=fn_al_tt_1	Addicted to Love	(1997)
536	Ponette (1996)	/title/tt0117359/?ref_=fn_al_tt_1	Ponette	(1996)
537	My Own Private Idaho (1991)	/title/tt0102494/?ref_=fn_al_tt_1	My Own Private Idaho	(1991)
538	Anastasia (1997)	/title/tt0118617/?ref_=fn_al_tt_1	Anastasia	(1997)
539	Mouse Hunt (1997)	/title/tt0119715/?ref_=fn_al_tt_1	None	None
540	Money Train (1995)	/title/tt0113845/?ref_=fn_al_tt_1	Money Train	(1995)
541	Mortal Kombat (1995)	/title/tt0113855/?ref_=fn_al_tt_1	Mortal Kombat	(1995)
542	Pocahontas (1995)	/title/tt0114148/?ref_=fn_al_tt_1	Pocahontas	(I) (1995)
543	Mis�rables, Les (1995)	/title/tt0113828/?ref_=fn_tt_tt_7	None	None
544	Things to Do in Denver when You're Dead (1995)	/title/tt0114660/?ref_=fn_al_tt_1	Things to Do in Denver When You're Dead	(1995)
545	Vampire in Brooklyn (1995)	/title/tt0114825/?ref_=fn_al_tt_1	Vampire in Brooklyn	(1995)
546	Broken Arrow (1996)	/title/tt0115759/?ref_=fn_al_tt_1	Broken Arrow	(1996)
547	Young Poisoner's Handbook, The (1995)	/title/tt0115033/?ref_=fn_al_tt_1	The Young Poisoner's Handbook	(1995)
548	NeverEnding Story III, The (1994)	/title/tt0110647/?ref_=fn_al_tt_1	Die unendliche Geschichte III: Rettung aus Phantasien	(1994)
549	Rob Roy (1995)	/title/tt0114287/?ref_=fn_al_tt_1	Rob Roy	(1995)
550	Die Hard: With a Vengeance (1995)	/title/tt0112864/?ref_=fn_al_tt_1	Die Hard: With a Vengeance	(1995)
551	Lord of Illusions (1995)	/title/tt0113690/?ref_=fn_al_tt_1	Lord of Illusions	(1995)
552	Species (1995)	/title/tt0114508/?ref_=fn_al_tt_1	Species	(1995)
553	Walk in the Clouds, A (1995)	/title/tt0114887/?ref_=fn_al_tt_1	A Walk in the Clouds	(1995)
554	Waterworld (1995)	/title/tt0114898/?ref_=fn_al_tt_1	Waterworld	(1995)
555	White Man's Burden (1995)	/title/tt0114928/?ref_=fn_al_tt_1	White Man's Burden	(1995)
556	Wild Bill (1995)	/title/tt0114938/?ref_=fn_al_tt_1	Wild Bill	(1995)
557	Farinelli: il castrato (1994)	/title/tt0109771/?ref_=fn_al_tt_1	Farinelli	(1994)
558	Heavenly Creatures (1994)	/title/tt0110005/?ref_=fn_al_tt_1	Heavenly Creatures	(1994)
559	Interview with the Vampire (1994)	/title/tt2218428/?ref_=fn_al_tt_1	Interview with the Vampire
560	Kid in King Arthur's Court, A (1995)	/title/tt0113538/?ref_=fn_al_tt_1	A Kid in King Arthur's Court	(1995)
561	Mary Shelley's Frankenstein (1994)	/title/tt0109836/?ref_=fn_al_tt_1	Frankenstein	(1994)
562	Quick and the Dead, The (1995)	/title/tt7221904/?ref_=fn_al_tt_1	The Quick and the Dead (1995) - Review
563	Stephen King's The Langoliers (1995)	/title/tt0112040/?ref_=fn_al_tt_1	The Langoliers	(1995) (TV Mini-Series)
564	Tales from the Hood (1995)	/title/tt0114609/?ref_=fn_al_tt_1	Tales from the Hood	(1995)
565	Village of the Damned (1995)	/title/tt0114852/?ref_=fn_al_tt_1	Village of the Damned	(1995)
566	Clear and Present Danger (1994)	/title/tt0109444/?ref_=fn_al_tt_1	Clear and Present Danger	(1994)
567	Wes Craven's New Nightmare (1994)	/title/tt0111686/?ref_=fn_al_tt_1	Wes Craven's New Nightmare	(1994)
568	Speed (1994)	/title/tt0111257/?ref_=fn_al_tt_1	Speed	(1994)
569	Wolf (1994)	/title/tt0111742/?ref_=fn_al_tt_1	Wolf	(1994)
570	Wyatt Earp (1994)	/title/tt0111756/?ref_=fn_al_tt_1	Wyatt Earp	(1994)
571	Another Stakeout (1993)	/title/tt0106292/?ref_=fn_al_tt_1	Another Stakeout	(1993)
572	Blown Away (1994)	/title/tt0109303/?ref_=fn_al_tt_1	Blown Away	(1994)
573	Body Snatchers (1993)	/title/tt0106452/?ref_=fn_al_tt_1	Body Snatchers	(1993)
574	Boxing Helena (1993)	/title/tt0106471/?ref_=fn_al_tt_1	Boxing Helena	(1993)
575	City Slickers II: The Legend of Curly's Gold (1994)	/title/tt0109439/?ref_=fn_al_tt_1	City Slickers II: The Legend of Curly's Gold	(1994)
576	Cliffhanger (1993)	/title/tt0106582/?ref_=fn_al_tt_1	Cliffhanger	(1993)
577	Coneheads (1993)	/title/tt0106598/?ref_=fn_al_tt_1	Coneheads	(1993)
578	Demolition Man (1993)	/title/tt0106697/?ref_=fn_al_tt_1	Demolition Man	(1993)
579	Fatal Instinct (1993)	/title/tt0106873/?ref_=fn_al_tt_1	Fatal Instinct	(1993)
580	Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)	/title/tt0112966/?ref_=fn_al_tt_1	The Englishman Who Went Up a Hill But Came Down a Mountain	(1995)
581	Kalifornia (1993)	/title/tt0107302/?ref_=fn_al_tt_1	Kalifornia	(1993)
582	Piano, The (1993)	/title/tt0107822/?ref_=fn_al_tt_1	The Piano	(1993)
583	Romeo Is Bleeding (1993)	/title/tt0107983/?ref_=fn_al_tt_1	Romeo Is Bleeding	(1993)
584	Secret Garden, The (1993)	/title/tt1596204/?ref_=fn_al_tt_1	Secret Garden: The Happy Haunting
585	Son in Law (1993)	/title/tt0108186/?ref_=fn_al_tt_1	Son in Law	(1993)
586	Terminal Velocity (1994)	/title/tt0111400/?ref_=fn_al_tt_1	Terminal Velocity	(1994)
587	Hour of the Pig, The (1993)	/title/tt0107146/?ref_=fn_al_tt_1	The Hour of the Pig	(1993)
588	Beauty and the Beast (1991)	/title/tt0101414/?ref_=fn_al_tt_1	Beauty and the Beast	(1991)
589	Wild Bunch, The (1969)	/title/tt0065214/?ref_=fn_al_tt_1	The Wild Bunch	(1969)
590	Hellraiser: Bloodline (1996)	/title/tt0116514/?ref_=fn_al_tt_1	Hellraiser: Bloodline	(1996)
591	Primal Fear (1996)	/title/tt0117381/?ref_=fn_al_tt_1	Primal Fear	(1996)
592	True Crime (1995)	/title/tt0114736/?ref_=fn_al_tt_1	True Crime	(1995) (Video)
593	Stalingrad (1993)	/title/tt0108211/?ref_=fn_al_tt_1	Stalingrad	(1993)
594	Heavy (1995)	/title/tt0113280/?ref_=fn_al_tt_1	Heavy	(1995)
595	Fan, The (1996)	/title/tt1655606/?ref_=fn_al_tt_1	Remnants of Everest: The 1996 Tragedy	(2007)
596	Hunchback of Notre Dame, The (1996)	/title/tt0031455/?ref_=fn_al_tt_1	The Hunchback of Notre Dame	(1939)
597	Eraser (1996)	/title/tt0116213/?ref_=fn_al_tt_1	Eraser	(1996)
598	Big Squeeze, The (1996)	/title/tt0115680/?ref_=fn_al_tt_1	The Big Squeeze	(1996)
599	Police Story 4: Project S (Chao ji ji hua) (1993)	/title/tt0106544/?ref_=fn_al_tt_1	Chiu kup gai wak	(1993)
600	Daniel Defoe's Robinson Crusoe (1996)	/title/tt0117496/?ref_=fn_al_tt_1	None	None
601	For Whom the Bell Tolls (1943)	/title/tt0035896/?ref_=fn_al_tt_1	For Whom the Bell Tolls	(1943)
602	American in Paris, An (1951)	/title/tt5003246/?ref_=fn_al_tt_1	Lupita Nyong'o/Sen. Bernie Sanders/Cast of "An American in Paris"
603	Rear Window (1954)	/title/tt0047396/?ref_=fn_al_tt_1	Rear Window	(1954)
604	It Happened One Night (1934)	/title/tt0025316/?ref_=fn_al_tt_1	It Happened One Night	(1934)
605	Meet Me in St. Louis (1944)	/title/tt0037059/?ref_=fn_al_tt_1	Meet Me in St. Louis	(1944)
606	All About Eve (1950)	/title/tt0042192/?ref_=fn_al_tt_1	All About Eve	(1950)
607	Rebecca (1940)	/title/tt0032976/?ref_=fn_al_tt_1	Rebecca	(1940)
608	Spellbound (1945)	/title/tt0038109/?ref_=fn_al_tt_1	Spellbound	(1945)
609	Father of the Bride (1950)	/title/tt0042451/?ref_=fn_al_tt_1	Father of the Bride	(1950)
610	Gigi (1958)	/title/tt0051658/?ref_=fn_al_tt_1	Gigi	(1958)
611	Laura (1944)	/title/tt0037008/?ref_=fn_al_tt_1	Laura	(1944)
612	Lost Horizon (1937)	/title/tt0029162/?ref_=fn_al_tt_1	Lost Horizon	(1937)
613	My Man Godfrey (1936)	/title/tt0028010/?ref_=fn_al_tt_1	My Man Godfrey	(1936)
614	Giant (1956)	/title/tt0049261/?ref_=fn_al_tt_1	Giant	(1956)
615	39 Steps, The (1935)	/title/tt0026029/?ref_=fn_al_tt_1	The 39 Steps	(1935)
616	Night of the Living Dead (1968)	/title/tt0063350/?ref_=fn_al_tt_1	Night of the Living Dead	(1968)
617	Blue Angel, The (Blaue Engel, Der) (1930)	/title/tt0020697/?ref_=fn_al_tt_1	Der blaue Engel	(1930)
618	Picnic (1955)	/title/tt0048520/?ref_=fn_al_tt_1	Pup on a Picnic	(1955) (Short)
619	Extreme Measures (1996)	/title/tt0116259/?ref_=fn_al_tt_1	Extreme Measures	(1996)
620	Chamber, The (1996)	/title/tt0115862/?ref_=fn_al_tt_1	The Chamber	(1996)
621	Davy Crockett, King of the Wild Frontier (1955)	/title/tt0047977/?ref_=fn_al_tt_1	Davy Crockett: King of the Wild Frontier	(1955)
622	Swiss Family Robinson (1960)	/title/tt0054357/?ref_=fn_al_tt_1	Swiss Family Robinson	(1960)
623	Angels in the Outfield (1994)	/title/tt0109127/?ref_=fn_al_tt_1	Angels in the Outfield	(1994)
624	Three Caballeros, The (1945)	/title/tt0038166/?ref_=fn_al_tt_1	None	None
625	Sword in the Stone, The (1963)	/title/tt0057546/?ref_=fn_al_tt_1	The Sword in the Stone	(1963)
626	So Dear to My Heart (1949)	/title/tt0041890/?ref_=fn_al_tt_1	So Dear to My Heart	(1948)
627	Robin Hood: Prince of Thieves (1991)	/title/tt0102798/?ref_=fn_al_tt_1	Robin Hood: Prince of Thieves	(1991)
628	Sleepers (1996)	/title/tt0117665/?ref_=fn_al_tt_1	Sleepers	(1996)
629	Victor/Victoria (1982)	/title/tt0084865/?ref_=fn_al_tt_1	Victor Victoria	(1982)
630	Great Race, The (1965)	/title/tt8106674/?ref_=fn_al_tt_1	The Great Race: The Story of the 1991 LA Dodgers	(1991) (Video)
631	Crying Game, The (1992)	/title/tt0104036/?ref_=fn_al_tt_1	The Crying Game	(1992)
632	Sophie's Choice (1982)	/title/tt0084707/?ref_=fn_al_tt_1	Sophie's Choice	(1982)
633	Christmas Carol, A (1938)	/title/tt7686464/?ref_=fn_al_tt_1	A Christmas Carol	(2019) (TV Mini-Series)
634	Microcosmos: Le peuple de l'herbe (1996)	/title/tt0117040/?ref_=fn_al_tt_1	Microcosmos: Le peuple de l'herbe	(1996)
635	Fog, The (1980)	/title/tt6868906/?ref_=fn_al_tt_1	The Fog (1980)
636	Escape from New York (1981)	/title/tt0082340/?ref_=fn_al_tt_1	Escape from New York	(1981)
637	Howling, The (1981)	/title/tt0082533/?ref_=fn_al_tt_1	The Howling	(1981)
638	Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)	/title/tt0084589/?ref_=fn_al_tt_1	Le retour de Martin Guerre	(1982)
639	Tin Drum, The (Blechtrommel, Die) (1979)	/title/tt0078875/?ref_=fn_al_tt_1	Die Blechtrommel	(1979)
640	Cook the Thief His Wife & Her Lover, The (1989)	/title/tt0097108/?ref_=fn_al_tt_1	The Cook, the Thief, His Wife & Her Lover	(1989)
641	Paths of Glory (1957)	/title/tt0050825/?ref_=fn_al_tt_1	Paths of Glory	(1957)
642	Grifters, The (1990)	/title/tt0099703/?ref_=fn_al_tt_1	The Grifters	(1990)
643	The Innocent (1994)	/title/tt0110139/?ref_=fn_al_tt_1	The Innocent	(1994) (TV Movie)
644	Thin Blue Line, The (1988)	/title/tt2561666/?ref_=fn_al_tt_1	Righteous Kill: The Thin Blue Line - The Darker Side of the Police Force	(2008) (Video)
645	Paris Is Burning (1990)	/title/tt0100332/?ref_=fn_al_tt_1	Paris Is Burning	(1990)
646	Once Upon a Time in the West (1969)	/title/tt0064116/?ref_=fn_al_tt_1	Once Upon a Time in the West	(1968)
647	Ran (1985)	/title/tt0089881/?ref_=fn_al_tt_1	Ran	(1985)
648	Quiet Man, The (1952)	/title/tt0045061/?ref_=fn_al_tt_1	The Quiet Man	(1952)
649	Once Upon a Time in America (1984)	/title/tt0087843/?ref_=fn_al_tt_1	Once Upon a Time in America	(1984)
650	Seventh Seal, The (Sjunde inseglet, Det) (1957)	/title/tt0050976/?ref_=fn_al_tt_1	Det sjunde inseglet	(1957)
651	Glory (1989)	/title/tt0097441/?ref_=fn_al_tt_1	Glory	(1989)
652	Rosencrantz and Guildenstern Are Dead (1990)	/title/tt0100519/?ref_=fn_al_tt_1	Rosencrantz & Guildenstern Are Dead	(1990)
653	Touch of Evil (1958)	/title/tt0052311/?ref_=fn_al_tt_1	Touch of Evil	(1958)
654	Chinatown (1974)	/title/tt0071315/?ref_=fn_al_tt_1	Chinatown	(1974)
655	Stand by Me (1986)	/title/tt0092005/?ref_=fn_al_tt_1	Stand by Me	(1986)
656	M (1931)	/title/tt0022100/?ref_=fn_al_tt_1	M - Eine Stadt sucht einen Mörder	(1931)
657	Manchurian Candidate, The (1962)	/title/tt0368008/?ref_=fn_al_tt_1	The Manchurian Candidate	(2004)
658	Pump Up the Volume (1990)	/title/tt0100436/?ref_=fn_al_tt_1	Pump Up the Volume	(1990)
659	Arsenic and Old Lace (1944)	/title/tt0036613/?ref_=fn_al_tt_1	Arsenic and Old Lace	(1944)
660	Fried Green Tomatoes (1991)	/title/tt0101921/?ref_=fn_al_tt_1	Fried Green Tomatoes	(1991)
661	High Noon (1952)	/title/tt0044706/?ref_=fn_al_tt_1	High Noon	(1952)
662	Somewhere in Time (1980)	/title/tt0081534/?ref_=fn_al_tt_1	Somewhere in Time	(1980)
663	Being There (1979)	/title/tt0078841/?ref_=fn_al_tt_1	Being There	(1979)
664	Paris, Texas (1984)	/title/tt0087884/?ref_=fn_al_tt_1	Paris, Texas	(1984)
665	Alien 3 (1992)	/title/tt6868876/?ref_=fn_al_tt_1	Alien 3 (1992)
666	Blood For Dracula (Andy Warhol's Dracula) (1974)	/title/tt0071233/?ref_=fn_al_tt_1	Blood for Dracula	(1974)
667	Audrey Rose (1977)	/title/tt0075704/?ref_=fn_al_tt_1	Audrey Rose	(1977)
668	Blood Beach (1981)	/title/tt0082818/?ref_=fn_al_tt_1	Nightmare	(1981)
669	Body Parts (1991)	/title/tt0101492/?ref_=fn_al_tt_1	Body Parts	(1991)
670	Body Snatchers (1993)	/title/tt0106452/?ref_=fn_al_tt_1	Body Snatchers	(1993)
671	Bride of Frankenstein (1935)	/title/tt0026138/?ref_=fn_al_tt_1	Bride of Frankenstein	(1935)
672	Candyman (1992)	/title/tt0103919/?ref_=fn_al_tt_1	Candyman	(1992)
673	Cape Fear (1962)	/title/tt0055824/?ref_=fn_al_tt_1	Cape Fear	(1962)
674	Cat People (1982)	/title/tt0083722/?ref_=fn_al_tt_1	Cat People	(1982)
675	Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)	/title/tt0013442/?ref_=fn_al_tt_1	Nosferatu	(1922)
676	Crucible, The (1996)	/title/tt0115988/?ref_=fn_al_tt_1	The Crucible	(1996)
677	Fire on the Mountain (1996)	/title/tt0116310/?ref_=fn_al_tt_1	Fire on the Mountain	(1996)
678	Volcano (1997)	/title/tt0120461/?ref_=fn_al_tt_1	Volcano	(1997)
679	Conan the Barbarian (1981)	/title/tt0082198/?ref_=fn_al_tt_1	Conan the Barbarian	(1982)
680	Kull the Conqueror (1997)	/title/tt0119484/?ref_=fn_al_tt_1	Kull the Conqueror	(1997)
681	Wishmaster (1997)	/title/tt0120524/?ref_=fn_al_tt_1	Wishmaster	(1997)
682	I Know What You Did Last Summer (1997)	/title/tt0119345/?ref_=fn_al_tt_1	I Know What You Did Last Summer	(1997)
683	Rocket Man (1997)	/title/tt0120029/?ref_=fn_al_tt_1	RocketMan	(1997)
684	In the Line of Fire (1993)	/title/tt0107206/?ref_=fn_al_tt_1	In the Line of Fire	(1993)
685	Executive Decision (1996)	/title/tt0116253/?ref_=fn_al_tt_1	Executive Decision	(1996)
686	Perfect World, A (1993)	/title/tt0107808/?ref_=fn_al_tt_1	A Perfect World	(1993)
687	McHale's Navy (1997)	/title/tt0119640/?ref_=fn_al_tt_1	McHale's Navy	(1997)
688	Leave It to Beaver (1997)	/title/tt0119509/?ref_=fn_al_tt_1	Leave It to Beaver	(1997)
689	Jackal, The (1997)	/title/tt0119395/?ref_=fn_al_tt_1	The Jackal	(1997)
690	Seven Years in Tibet (1997)	/title/tt0120102/?ref_=fn_al_tt_1	Seven Years in Tibet	(1997)
691	Dark City (1998)	/title/tt0118929/?ref_=fn_al_tt_1	Dark City	(1998)
692	American President, The (1995)	/title/tt0112346/?ref_=fn_al_tt_1	The American President	(1995)
693	Casino (1995)	/title/tt0112641/?ref_=fn_al_tt_1	Casino	(1995)
694	Persuasion (1995)	/title/tt0114117/?ref_=fn_al_tt_1	Persuasion
695	Kicking and Screaming (1995)	/title/tt0113537/?ref_=fn_al_tt_1	Kicking and Screaming	(1995)
696	City Hall (1996)	/title/tt0115907/?ref_=fn_al_tt_1	City Hall	(1996)
697	Basketball Diaries, The (1995)	/title/tt0112461/?ref_=fn_al_tt_1	The Basketball Diaries	(1995)
698	Browning Version, The (1994)	/title/tt0109340/?ref_=fn_al_tt_1	The Browning Version	(1994)
699	Little Women (1994)	/title/tt0110367/?ref_=fn_al_tt_1	Little Women	(1994)
700	Miami Rhapsody (1995)	/title/tt0113808/?ref_=fn_al_tt_1	Miami Rhapsody	(1995)
701	Wonderful, Horrible Life of Leni Riefenstahl, The (1993)	/title/tt0107472/?ref_=fn_al_tt_1	Die Macht der Bilder: Leni Riefenstahl	(1993)
702	Barcelona (1994)	/title/tt0109219/?ref_=fn_al_tt_1	Barcelona	(1994)
703	Widows' Peak (1994)	/title/tt0111712/?ref_=fn_al_tt_1	Widows' Peak	(1994)
704	House of the Spirits, The (1993)	/title/tt0107151/?ref_=fn_al_tt_1	The House of the Spirits	(1993)
705	Singin' in the Rain (1952)	/title/tt0045152/?ref_=fn_al_tt_1	Singin' in the Rain	(1952)
706	Bad Moon (1996)	/title/tt0115610/?ref_=fn_al_tt_1	Bad Moon	(1996)
707	Enchanted April (1991)	/title/tt0101811/?ref_=fn_al_tt_1	Enchanted April	(1991)
708	Sex, Lies, and Videotape (1989)	/title/tt0098724/?ref_=fn_al_tt_1	Sex, Lies, and Videotape	(1989)
709	Strictly Ballroom (1992)	/title/tt0105488/?ref_=fn_al_tt_1	Strictly Ballroom	(1992)
710	Better Off Dead... (1985)	/title/tt0088794/?ref_=fn_al_tt_1	Better Off Dead...	(1985)
711	Substance of Fire, The (1996)	/title/tt0117773/?ref_=fn_al_tt_1	The Substance of Fire	(1996)
712	Tin Men (1987)	/title/tt0094155/?ref_=fn_al_tt_1	Tin Men	(1987)
713	Othello (1995)	/title/tt0114057/?ref_=fn_al_tt_1	Othello	(1995)
714	Carrington (1995)	/title/tt0112637/?ref_=fn_al_tt_1	Carrington	(1995)
715	To Die For (1995)	/title/tt0114681/?ref_=fn_al_tt_1	To Die For	(1995)
716	Home for the Holidays (1995)	/title/tt0113321/?ref_=fn_al_tt_1	Home for the Holidays	(1995)
717	Juror, The (1996)	/title/tt0116731/?ref_=fn_al_tt_1	The Juror	(1996)
718	In the Bleak Midwinter (1995)	/title/tt1951951/?ref_=fn_al_tt_1	In the Bleak Mid-Winter
719	Canadian Bacon (1994)	/title/tt0109370/?ref_=fn_al_tt_1	Canadian Bacon	(1995)
720	First Knight (1995)	/title/tt0113071/?ref_=fn_al_tt_1	First Knight	(1995)
721	Mallrats (1995)	/title/tt0113749/?ref_=fn_al_tt_1	Mallrats	(1995)
722	Nine Months (1995)	/title/tt0113986/?ref_=fn_al_tt_1	Nine Months	(1995)
723	Boys on the Side (1995)	/title/tt0112571/?ref_=fn_al_tt_1	Boys on the Side	(1995)
724	Circle of Friends (1995)	/title/tt0112679/?ref_=fn_al_tt_1	Circle of Friends	(1995)
725	Exit to Eden (1994)	/title/tt0109758/?ref_=fn_al_tt_1	Exit to Eden	(1994)
726	Fluke (1995)	/title/tt0113089/?ref_=fn_al_tt_1	Fluke	(1995)
727	Immortal Beloved (1994)	/title/tt0110116/?ref_=fn_al_tt_1	Immortal Beloved	(1994)
728	Junior (1994)	/title/tt0110216/?ref_=fn_al_tt_1	Junior	(1994)
729	Nell (1994)	/title/tt0110638/?ref_=fn_al_tt_1	Nell	(1994)
730	Queen Margot (Reine Margot, La) (1994)	/title/tt0110963/?ref_=fn_al_tt_1	La Reine Margot	(1994)
731	Corrina, Corrina (1994)	/title/tt0109484/?ref_=fn_al_tt_1	Corrina, Corrina	(1994)
732	Dave (1993)	/title/tt0106673/?ref_=fn_al_tt_1	Dave	(1993)
733	Go Fish (1994)	/title/tt0109913/?ref_=fn_al_tt_1	Go Fish	(1994)
734	Made in America (1993)	/title/tt0107478/?ref_=fn_al_tt_1	Made in America	(1993)
735	Philadelphia (1993)	/title/tt0107818/?ref_=fn_al_tt_1	Philadelphia	(1993)
736	Shadowlands (1993)	/title/tt0108101/?ref_=fn_al_tt_1	Shadowlands	(1993)
737	Sirens (1994)	/title/tt0111201/?ref_=fn_al_tt_1	Sirens	(1994)
738	Threesome (1994)	/title/tt0111418/?ref_=fn_al_tt_1	Threesome	(1994)
739	Pretty Woman (1990)	/title/tt0100405/?ref_=fn_al_tt_1	Pretty Woman	(1990)
740	Jane Eyre (1996)	/title/tt0116684/?ref_=fn_al_tt_1	Jane Eyre	(1996)
741	Last Supper, The (1995)	/title/tt9416830/?ref_=fn_al_tt_1	Chapter Three: "Timmy's Last Supper"
742	Ransom (1996)	/title/tt0117438/?ref_=fn_al_tt_1	Ransom	(1996)
743	Crow: City of Angels, The (1996)	/title/tt0115986/?ref_=fn_al_tt_1	The Crow: City of Angels	(1996)
744	Michael Collins (1996)	/title/tt0117039/?ref_=fn_al_tt_1	Michael Collins	(1996)
745	Ruling Class, The (1972)	/title/tt0069198/?ref_=fn_al_tt_1	The Ruling Class	(1972)
746	Real Genius (1985)	/title/tt0089886/?ref_=fn_al_tt_1	Real Genius	(1985)
747	Benny & Joon (1993)	/title/tt0106387/?ref_=fn_al_tt_1	Benny & Joon	(1993)
748	Saint, The (1997)	/title/tt0120053/?ref_=fn_al_tt_1	The Saint	(1997)
749	MatchMaker, The (1997)	/title/tt5191302/?ref_=fn_al_tt_1	The Matchmaker/The New Toy
750	Amistad (1997)	/title/tt0118607/?ref_=fn_al_tt_1	Amistad	(1997)
751	Tomorrow Never Dies (1997)	/title/tt0120347/?ref_=fn_al_tt_1	Tomorrow Never Dies	(1997)
752	Replacement Killers, The (1998)	/title/tt0120008/?ref_=fn_al_tt_1	The Replacement Killers	(1998)
753	Burnt By the Sun (1994)	/title/tt0111579/?ref_=fn_al_tt_1	Utomlennye solntsem	(1994)
754	Red Corner (1997)	/title/tt0119994/?ref_=fn_al_tt_1	Red Corner	(1997)
755	Jumanji (1995)	/title/tt0113497/?ref_=fn_al_tt_1	Jumanji	(1995)
756	Father of the Bride Part II (1995)	/title/tt0113041/?ref_=fn_al_tt_1	Father of the Bride Part II	(1995)
757	Across the Sea of Time (1995)	/title/tt0112286/?ref_=fn_al_tt_1	Across the Sea of Time	(1995)
758	Lawnmower Man 2: Beyond Cyberspace (1996)	/title/tt0116839/?ref_=fn_al_tt_1	Lawnmower Man 2: Beyond Cyberspace	(1996)
759	Fair Game (1995)	/title/tt0113010/?ref_=fn_al_tt_1	Fair Game	(1995)
760	Screamers (1995)	/title/tt0114367/?ref_=fn_al_tt_1	Screamers	(1995)
761	Nick of Time (1995)	/title/tt0113972/?ref_=fn_al_tt_1	Nick of Time	(1995)
762	Beautiful Girls (1996)	/title/tt0115639/?ref_=fn_al_tt_1	Beautiful Girls	(1996)
763	Happy Gilmore (1996)	/title/tt0116483/?ref_=fn_al_tt_1	Happy Gilmore	(1996)
764	If Lucy Fell (1996)	/title/tt0116606/?ref_=fn_al_tt_1	If Lucy Fell	(1996)
765	Boomerang (1992)	/title/tt0103859/?ref_=fn_al_tt_1	Boomerang	(1992)
766	Man of the Year (1995)	/title/tt0113756/?ref_=fn_al_tt_1	Man of the Year	(1995)
767	Addiction, The (1995)	/title/tt3663930/?ref_=fn_al_tt_1	Addiction: This Is Not a Love Story	(2014) (Short)
768	Casper (1995)	/title/tt0112642/?ref_=fn_al_tt_1	Casper	(1995)
769	Congo (1995)	/title/tt0112715/?ref_=fn_al_tt_1	Congo	(1995)
770	Devil in a Blue Dress (1995)	/title/tt0112857/?ref_=fn_al_tt_1	Devil in a Blue Dress	(1995)
771	Johnny Mnemonic (1995)	/title/tt0113481/?ref_=fn_al_tt_1	Johnny Mnemonic	(1995)
772	Kids (1995)	/title/tt0113540/?ref_=fn_al_tt_1	Kids	(1995)
773	Mute Witness (1994)	/title/tt0110604/?ref_=fn_al_tt_1	Mute Witness	(1995)
774	Prophecy, The (1995)	/title/tt0114194/?ref_=fn_al_tt_1	The Prophecy	(1995)
775	Something to Talk About (1995)	/title/tt0114496/?ref_=fn_al_tt_1	Something to Talk About	(1995)
776	Three Wishes (1995)	/title/tt0114663/?ref_=fn_al_tt_1	Three Wishes	(1995)
777	Castle Freak (1995)	/title/tt0112643/?ref_=fn_al_tt_1	Castle Freak	(1995) (Video)
778	Don Juan DeMarco (1995)	/title/tt0112883/?ref_=fn_al_tt_1	Don Juan DeMarco	(1994)
779	Drop Zone (1994)	/title/tt0109676/?ref_=fn_al_tt_1	Drop Zone	(1994)
780	Dumb & Dumber (1994)	/title/tt0109686/?ref_=fn_al_tt_1	Dumb and Dumber	(1994)
781	French Kiss (1995)	/title/tt0113117/?ref_=fn_al_tt_1	French Kiss	(1995)
